BHARTI AIRTEL LIMITED 

BIHAR JHARKHAND 

Call Details of CELL ID '405-52-792-20692' from '11-Jun-2026 00:00:00' to '11-Jun-2026 23:59:59' 

Target No,Call Type,TOC,B Party No,LRN No,LRN TSP-LSA,Date,Time,Dur(s),First CGI Lat/Long,First CGI,Last CGI Lat/Long,Last CGI,SMSC No,Service Type,IMEI,IMSI,Call Fow No,Roam Nw,SW & MSC ID,IN TG,OUT TG,Vowifi First UE IP,Port1,Vowifi Last UE IP,Port2
'7484935094',OUT,Pre,'8863964647',2726,AIR-BR,'11/06/2026',00:00:39,662,25.3987588/85.9133416,405-52-792-20692,25.3952767/85.9233168,405-52-792-51629,'-',Voice,'357272896236280','405524222610507',-,AIR BHR,'9934129181',,5430,,,,
'7484935094',SMT,Pre,'AIRMCA-S',,-,'11/06/2026',00:15:10,0,25.3987588/85.9133416,405-52-792-20692,,---,'919934129208',SMS,'357272896236280','405524222610507',-,AIR BHR,'9934129181',,,,,,
'7484935094',SMT,Pre,'AB-AIRMCA-S',,-,'11/06/2026',00:15:15,0,25.3987588/85.9133416,405-52-792-20692,,---,'919831029344',SMS,'357272896236280','405524222610507',-,AIR BHR,'9934129181',,,,,,
'7484935094',SMT,Pre,'8863964647',2726,AIR-BR,'11/06/2026',00:15:20,0,25.3987588/85.9133416,405-52-792-20692,,---,'919831029402',SMS,'357272896236280','405524222610507',-,AIR BHR,'9934129181',,,,,,
'7484935094',SMT,Pre,'AB-AIRMCA-S',,-,'11/06/2026',00:15:22,0,25.3987588/85.9133416,405-52-792-20692,,---,'919831029344',SMS,'357272896236280','405524222610507',-,AIR BHR,'9934129181',,,,,,
'7484935094',IN,Pre,'8863964647',2726,AIR-BR,'11/06/2026',00:15:42,928,25.3987588/85.9133416,405-52-792-20692,25.3952767/85.9233168,405-52-792-51629,'-',Voice,'357272896236280','405524222610507',-,AIR BHR,'9934129181',5164,,,,,
'7484935094',SMO,Pre,'8863964647',2726,AIR-BR,'11/06/2026',00:36:06,0,25.3987588/85.9133416,405-52-792-20692,,---,'919934029007',SMS,'357272896236280','405524222610507',-,AIR BHR,'9934129181',,,,,,
'7484935094',SMT,Pre,'8863964647',2726,AIR-BR,'11/06/2026',00:36:20,0,25.3987588/85.9133416,405-52-792-20692,,---,'919831029402',SMS,'357272896236280','405524222610507',-,AIR BHR,'9934129181',,,,,,
'7484935094',SMO,Pre,'8863964647',2726,AIR-BR,'11/06/2026',00:37:22,0,25.3987588/85.9133416,405-52-792-20692,,---,'919934029007',SMS,'357272896236280','405524222610507',-,AIR BHR,'9934129181',,,,,,
'7484935094',SMT,Pre,'8863964647',2726,AIR-BR,'11/06/2026',00:37:55,0,25.3987588/85.9133416,405-52-792-20692,,---,'919831029402',SMS,'357272896236280','405524222610507',-,AIR BHR,'9934129181',,,,,,
'7484935094',SMO,Pre,'8863964647',2726,AIR-BR,'11/06/2026',00:39:31,0,25.3987588/85.9133416,405-52-792-20692,,---,'919934029007',SMS,'357272896236280','405524222610507',-,AIR BHR,'9934129181',,,,,,
'7484935094',SMT,Pre,'8863964647',2726,AIR-BR,'11/06/2026',00:39:57,0,25.3987588/85.9133416,405-52-792-20692,,---,'919831029402',SMS,'357272896236280','405524222610507',-,AIR BHR,'9934129181',,,,,,
'7484935094',SMO,Pre,'8863964647',2726,AIR-BR,'11/06/2026',00:40:43,0,25.3987588/85.9133416,405-52-792-20692,,---,'919934029007',SMS,'357272896236280','405524222610507',-,AIR BHR,'9934129181',,,,,,
'7484935094',IN,Pre,'8863964647',2726,AIR-BR,'11/06/2026',00:41:39,69,25.3987588/85.9133416,405-52-792-20692,25.3952767/85.9233168,405-52-792-51629,'-',Voice,'357272896236280','405524222610507',-,AIR BHR,'9934129181',5407,,,,,
'7479446710',OUT,Pre,'6205864307',3087,RJIL-BR,'11/06/2026',01:18:08,38,25.3987588/85.9133416,405-52-792-20692,25.3987588/85.9133416,405-52-792-20692,'-',Voice,'358243864974960','405522217487076',-,AIR BHR,'9934129181',,1410,,,,
