BHARTI AIRTEL LTD

Pan India

GPRS OF CELL ID : 405-52-2325-232220262 from 11-Jun-2026 19:40:00 to 11-Jun-2026 21:00:00

 Mobile No.,IP Address,IMEI,IMSI,Downlink Vol,Uplink Vol,Total Vol,Session Start Time,Session End Time, Pre/Post,Roaming Circle,2g/4g/5g,ICR Operator Name,Home Circle,IP,  CGI Latitude, CGI Longitude, CGI
9155624176,100.72.115.186,8628350620368180,405522222358334,136895909,15027525,151923434,11-Jun-2026 17:45:22,11-Jun-2026 19:43:40,Pre,BIHAR-JHAR,4G,,BIHAR-JHAR,2401:4900:7043:d59a:6e45:7a87:d668:ea47,25.5521311,86.5846909,405-52-2325-232220262
7411913863,100.68.42.7,8689960540813135,404450679295075,0,0,0,11-Jun-2026 17:48:37,11-Jun-2026 19:48:37,Pre,BIHAR-JHAR,4G,,KARNATAKA,2401:4900:1204:b567:2:1:8e82:f41,25.5521311,86.5846909,405-52-2325-232220262
9680583040,100.84.145.185,8674430602635732,405521229499814,5824997,2628247,8453244,11-Jun-2026 17:55:23,11-Jun-2026 19:50:27,Pre,BIHAR-JHAR,4G,,BIHAR-JHAR,2401:4900:3cda:4807:0:0:820:80a2,25.5521311,86.5846909,405-52-2325-232220262
7352310901,100.84.86.114,8660430538346715,405525216492247,450592353,30702189,481294542,11-Jun-2026 18:12:26,11-Jun-2026 20:11:48,Pre,BIHAR-JHAR,4G,,BIHAR-JHAR,2401:4900:3c9b:7703:6ec7:d4e1:1349:fa42,25.5521311,86.5846909,405-52-2325-232220262
9798192841,100.109.220.202,8608820679226778,405525216661410,60532701,3873792,64406493,11-Jun-2026 18:13:15,11-Jun-2026 20:11:57,Pre,BIHAR-JHAR,4G,,BIHAR-JHAR,2401:4900:1685:d301:1:1:90bd:5c9b,25.5521311,86.5846909,405-52-2325-232220262
9262846190,100.64.9.239,8612990431027212,405524216199860,51777986,43272221,95050207,11-Jun-2026 18:15:50,11-Jun-2026 20:10:54,Pre,BIHAR-JHAR,4G,,BIHAR-JHAR,2401:4900:7100:48f:0:0:42d:4651,25.5521311,86.5846909,405-52-2325-232220262
8252799198,100.90.72.68,8645190676540478,405525214970070,89112275,6637435,95749710,11-Jun-2026 18:22:22,11-Jun-2026 20:21:34,Pre,BIHAR-JHAR,4G,,BIHAR-JHAR,2401:4900:3629:5a53:1:1:85a2:4176,25.5521311,86.5846909,405-52-2325-232220262
6284136119,100.110.79.23,8677250768642553,404022422681089,0,0,0,11-Jun-2026 18:23:41,11-Jun-2026 20:23:41,Pre,BIHAR-JHAR,4G,,PUNJAB,2401:4900:168c:89e5:1:1:90c7:7c32,25.5521311,86.5846909,405-52-2325-232220262
7004269611,100.75.230.125,8602350897070104,405521210176251,196193112,12954333,209147445,11-Jun-2026 18:25:28,11-Jun-2026 20:25:26,Pre,BIHAR-JHAR,4G,,BIHAR-JHAR,2401:4900:73e4:7e50:d505:6c86:a04c:98c0,25.5521311,86.5846909,405-52-2325-232220262
9939895305,100.90.219.27,8629210416321400,405524223004887,63528201,10771710,74299911,11-Jun-2026 18:30:32,11-Jun-2026 20:06:34,Pre,BIHAR-JHAR,4G,,BIHAR-JHAR,2401:4900:36be:fc1:1:1:7334:dcb0,25.5521311,86.5846909,405-52-2325-232220262
9162904450,100.68.254.139,8610010440950182,405525223404827,118470,77391,195861,11-Jun-2026 18:31:06,11-Jun-2026 20:07:27,Pre,BIHAR-JHAR,4G,,BIHAR-JHAR,2401:4900:120c:dec8:2:2:8f3c:8fa5,25.5521311,86.5846909,405-52-2325-232220262
8252799198,100.90.72.68,8645190676540478,405525214970070,44915,5146,50061,11-Jun-2026 18:37:39,11-Jun-2026 20:12:17,Pre,BIHAR-JHAR,4G,,BIHAR-JHAR,2401:4900:3629:5a53:1:1:85a2:4176,25.5521311,86.5846909,405-52-2325-232220262
9572704268,100.93.255.23,8694440728627700,405523222748139,9522,8448,17970,11-Jun-2026 18:37:55,11-Jun-2026 20:11:50,Pre,BIHAR-JHAR,5G,,BIHAR-JHAR,2401:4900:710e:e8eb:0:0:82c:eaf7,25.5521311,86.5846909,405-52-2325-232220262
9572704268,100.93.255.23,8694440728627700,405523222748139,406793348,115528069,522321417,11-Jun-2026 18:37:55,11-Jun-2026 20:31:15,Pre,BIHAR-JHAR,5G,,BIHAR-JHAR,2401:4900:710e:e8eb:0:0:82c:eaf7,25.5521311,86.5846909,405-52-2325-232220262
9572704268,100.93.255.23,8694440728627700,405523222748139,1010581,647509,1658090,11-Jun-2026 18:37:55,11-Jun-2026 20:31:15,Pre,BIHAR-JHAR,5G,,BIHAR-JHAR,2401:4900:710e:e8eb:0:0:82c:eaf7,25.5521311,86.5846909,405-52-2325-232220262
7032239554,100.73.181.94,8610070535511624,404490671747260,0,0,0,11-Jun-2026 18:40:13,11-Jun-2026 20:40:13,Pre,BIHAR-JHAR,4G,,AP,2401:4900:120b:c64e:1:1:9144:7ce1,25.5521311,86.5846909,405-52-2325-232220262
8797803314,100.111.183.39,3596214534261301,404961001251470,408004337,27110911,435115248,11-Jun-2026 18:44:39,11-Jun-2026 20:35:39,Pre,BIHAR-JHAR,4G,,HARYANA,2401:4900:b578:1803:f4fa:f067:3e21:8cde,25.5521311,86.5846909,405-52-2325-232220262
