BHARTI AIRTEL LTD

Pan India

GPRS OF CELL ID : 405-52-2325-232220352 from 11-Jun-2026 19:40:00 to 11-Jun-2026 21:00:00

 Mobile No.,IP Address,IMEI,IMSI,Downlink Vol,Uplink Vol,Total Vol,Session Start Time,Session End Time, Pre/Post,Roaming Circle,2g/4g/5g,ICR Operator Name,Home Circle,IP,  CGI Latitude, CGI Longitude, CGI
6280644659,100.83.135.55,3555904731016878,404022409630613,0,0,0,11-Jun-2026 17:50:17,11-Jun-2026 19:50:17,Pre,BIHAR-JHAR,4G,,PUNJAB,2401:4900:3625:9e33:1:1:8517:bf61,25.5521311,86.5846909,405-52-2325-232220352
9905566069,100.75.92.218,8644630683965049,405525220836810,3826264,2187127,6013391,11-Jun-2026 17:59:03,11-Jun-2026 19:54:07,Pre,BIHAR-JHAR,4G,,BIHAR-JHAR,2401:4900:3cd5:bbdc:0:0:e24:7318,25.5521311,86.5846909,405-52-2325-232220352
6299551162,100.80.135.169,8648830543262774,405522228180022,700088,4312487,5012575,11-Jun-2026 18:06:56,11-Jun-2026 20:02:00,Pre,BIHAR-JHAR,4G,,BIHAR-JHAR,2401:4900:7158:5e38:0:0:232:f3d6,25.5521311,86.5846909,405-52-2325-232220352
8235983587,100.121.243.104,8637690511732569,405523221322032,156079649,9780041,165859690,11-Jun-2026 18:19:49,11-Jun-2026 20:19:47,Pre,BIHAR-JHAR,4G,,BIHAR-JHAR,2401:4900:73e6:22c6:29f2:1497:2952:68ca,25.5521311,86.5846909,405-52-2325-232220352
9572295955,100.84.148.139,3508375939823001,404100571877722,3350129,1780300,5130429,11-Jun-2026 18:21:59,11-Jun-2026 20:21:49,Pre,BIHAR-JHAR,4G,,DELHI,2401:4900:b3ee:9e2e:fdf2:8e5a:684c:7113,25.5521311,86.5846909,405-52-2325-232220352
9056334857,100.79.145.46,8641700850060125,404022435200006,252984402,17773013,270757415,11-Jun-2026 18:33:23,11-Jun-2026 19:55:43,Pre,BIHAR-JHAR,5G,,PUNJAB,2401:4900:3c96:7689:efe:877:43f4:67c1,25.5521311,86.5846909,405-52-2325-232220352
9068855623,100.109.67.147,8617750674315723,404971976347079,0,0,0,11-Jun-2026 18:36:22,11-Jun-2026 20:36:22,Pre,BIHAR-JHAR,4G,,UP-WEST,2401:4900:1688:f25c:1:2:90d3:18ae,25.5521311,86.5846909,405-52-2325-232220352
9631619171,100.71.202.225,8617750674315623,405525225921141,97907169,8782137,106689306,11-Jun-2026 18:42:14,11-Jun-2026 20:37:17,Pre,BIHAR-JHAR,4G,,BIHAR-JHAR,2401:4900:3cb3:ff6d:0:0:426:f8bb,25.5521311,86.5846909,405-52-2325-232220352
7870939402,100.91.227.198,3513649521130978,405525222973858,0,0,0,11-Jun-2026 18:43:32,11-Jun-2026 20:43:32,Pre,BIHAR-JHAR,4G,,BIHAR-JHAR,2401:4900:1210:39a6:2:2:85b6:5baa,25.5521311,86.5846909,405-52-2325-232220352
7462061502,100.88.230.189,8662870720954960,405524220346814,122938110,8688743,131626853,11-Jun-2026 18:46:08,11-Jun-2026 20:45:34,Pre,BIHAR-JHAR,5G,,BIHAR-JHAR,2401:4900:b4ee:2dad:e199:341d:649:a514,25.5521311,86.5846909,405-52-2325-232220352
7367975602,100.80.211.76,3535422487448534,405524205201072,319389964,22766055,342156019,11-Jun-2026 18:50:09,11-Jun-2026 19:44:44,Pre,BIHAR-JHAR,5G,,BIHAR-JHAR,2401:4900:b01b:8963:e283:22b2:5075:bd51,25.5521311,86.5846909,405-52-2325-232220352
9931112695,100.94.215.239,8603890485457700,405525208680588,0,0,0,11-Jun-2026 18:52:55,11-Jun-2026 19:43:33,Pre,BIHAR-JHAR,4G,,BIHAR-JHAR,2401:4900:3849:ab26:1:1:7349:5b93,25.5521311,86.5846909,405-52-2325-232220352
9661364642,100.85.147.152,3574766104453201,405522220387103,162092148,22038806,184130954,11-Jun-2026 18:53:35,11-Jun-2026 20:52:55,Pre,BIHAR-JHAR,4G,,BIHAR-JHAR,2401:4900:126d:775e:1:1:abf2:8f4,25.5521311,86.5846909,405-52-2325-232220352
7457968150,100.110.196.11,8603010563879652,405540331340959,0,0,0,11-Jun-2026 18:53:46,11-Jun-2026 20:53:46,Pre,BIHAR-JHAR,4G,,UP-EAST,2401:4900:1204:53a6:1:2:90e3:9ad,25.5521311,86.5846909,405-52-2325-232220352
