BHARTI AIRTEL LTD

Pan India

GPRS OF CELL ID : 405-52-325-14073 from 11-Jun-2026 19:40:00 to 11-Jun-2026 21:00:00

 Mobile No.,IP Address,IMEI,IMSI,Downlink Vol,Uplink Vol,Total Vol,Session Start Time,Session End Time, Pre/Post,Roaming Circle,2g/4g/5g,ICR Operator Name,Home Circle,IP,  CGI Latitude, CGI Longitude, CGI
5754309019325,10.133.7.187,8628370897137980,404450692909330,17783,19311,37094,11-Jun-2026 17:43:21,11-Jun-2026 19:42:59,Post,BIHAR-JHAR,2G,,KARNATAKA,,25.5521311,86.5846909,405-52-325-14073
5754086475362,10.133.121.140,8631390859540810,404453400988873,23226,24353,47579,11-Jun-2026 17:55:35,11-Jun-2026 19:55:25,Post,BIHAR-JHAR,2G,,KARNATAKA,,25.5521311,86.5846909,405-52-325-14073
5754309037345,10.125.253.13,8628370890876230,404450692927350,29674,15554,45228,11-Jun-2026 17:56:12,11-Jun-2026 19:55:43,Post,BIHAR-JHAR,2G,,KARNATAKA,,25.5521311,86.5846909,405-52-325-14073
5754305306344,10.110.145.30,8627650780772160,404450686913349,22996,16042,39038,11-Jun-2026 17:57:15,11-Jun-2026 19:56:07,Post,BIHAR-JHAR,2G,,KARNATAKA,,25.5521311,86.5846909,405-52-325-14073
5754301188261,10.58.151.205,8620380679259630,404450673692866,17735,20037,37772,11-Jun-2026 17:57:40,11-Jun-2026 19:57:03,Post,BIHAR-JHAR,2G,,KARNATAKA,,25.5521311,86.5846909,405-52-325-14073
5754089135295,10.58.205.229,8681430708947940,404450666375299,20353,22421,42774,11-Jun-2026 18:02:48,11-Jun-2026 20:01:57,Post,BIHAR-JHAR,2G,,KARNATAKA,,25.5521311,86.5846909,405-52-325-14073
5754080400813,172.21.40.97,8652580716004700,404450672923652,21941,22724,44665,11-Jun-2026 18:04:29,11-Jun-2026 20:03:39,Post,BIHAR-JHAR,2G,,KARNATAKA,,25.5521311,86.5846909,405-52-325-14073
5754084589577,10.86.79.179,8610610610054190,404450645969587,31509,19180,50689,11-Jun-2026 18:10:56,11-Jun-2026 20:10:12,Post,BIHAR-JHAR,2G,,KARNATAKA,,25.5521311,86.5846909,405-52-325-14073
5754088047019,10.53.190.103,8665020728416850,404453402001897,16603,12501,29104,11-Jun-2026 18:14:13,11-Jun-2026 20:13:00,Post,BIHAR-JHAR,2G,,KARNATAKA,,25.5521311,86.5846909,405-52-325-14073
5754217471363,10.170.136.194,3589801009778278,404100585063768,92789,454019,546808,11-Jun-2026 18:22:21,11-Jun-2026 20:22:09,Post,BIHAR-JHAR,2G,,DELHI,,25.5521311,86.5846909,405-52-325-14073
5754082093994,10.58.5.1,8627650798782320,404453402611441,24293,23297,47590,11-Jun-2026 18:24:50,11-Jun-2026 20:24:10,Post,BIHAR-JHAR,2G,,KARNATAKA,,25.5521311,86.5846909,405-52-325-14073
5754082895232,10.58.52.91,8631390859269310,404453401060944,19868,20924,40792,11-Jun-2026 18:26:57,11-Jun-2026 20:26:07,Post,BIHAR-JHAR,2G,,KARNATAKA,,25.5521311,86.5846909,405-52-325-14073
5754302218016,10.242.90.79,8628370866645150,404450677139101,18888,20288,39176,11-Jun-2026 18:44:31,11-Jun-2026 20:42:50,Post,BIHAR-JHAR,2G,,KARNATAKA,,25.5521311,86.5846909,405-52-325-14073
5754303580824,172.30.139.156,8647490650151140,404450682780828,20903,21612,42515,11-Jun-2026 18:50:21,11-Jun-2026 20:49:19,Post,BIHAR-JHAR,2G,,KARNATAKA,,25.5521311,86.5846909,405-52-325-14073
5754203251201,10.103.250.70,8612680748288080,404100633868049,10544,2496,13040,11-Jun-2026 18:56:01,11-Jun-2026 20:46:20,Post,BIHAR-JHAR,2G,,DELHI,,25.5521311,86.5846909,405-52-325-14073
5754028079911,10.191.39.206,8697270735058180,405526217050911,16795,18747,35542,11-Jun-2026 18:57:21,11-Jun-2026 20:55:51,Post,BIHAR-JHAR,2G,,BIHAR-JHAR,,25.5521311,86.5846909,405-52-325-14073
5754233573807,10.212.143.233,3578033725862360,404103403424827,27320,23183,50503,11-Jun-2026 18:57:23,11-Jun-2026 20:57:13,Post,BIHAR-JHAR,2G,,DELHI,,25.5521311,86.5846909,405-52-325-14073
5754027257534,10.42.51.216,8699250708368930,405526216974885,9135,3829,12964,11-Jun-2026 19:02:36,11-Jun-2026 20:57:37,Post,BIHAR-JHAR,2G,,BIHAR-JHAR,,25.5521311,86.5846909,405-52-325-14073
5754307571742,10.68.106.250,8628370845897630,404450688582747,43157,26858,70015,11-Jun-2026 19:03:13,11-Jun-2026 21:03:00,Post,BIHAR-JHAR,2G,,KARNATAKA,,25.5521311,86.5846909,405-52-325-14073
5754086371795,10.72.69.65,8631390803773610,404453400938563,15471,18248,33719,11-Jun-2026 19:04:43,11-Jun-2026 21:03:36,Post,BIHAR-JHAR,2G,,KARNATAKA,,25.5521311,86.5846909,405-52-325-14073
5754203566667,10.107.229.182,8699430572654508,404100532228693,70828,206910,277738,11-Jun-2026 19:05:23,11-Jun-2026 21:05:14,Post,BIHAR-JHAR,2G,,DELHI,,25.5521311,86.5846909,405-52-325-14073
5754206361273,10.145.204.191,8664960684920680,404100639270662,3449,6220,9669,11-Jun-2026 19:07:34,11-Jun-2026 21:05:46,Post,BIHAR-JHAR,2G,,DELHI,,25.5521311,86.5846909,405-52-325-14073
5754302236843,10.131.217.227,8681430730318990,404450677157928,16683,12500,29183,11-Jun-2026 19:09:12,11-Jun-2026 21:07:52,Post,BIHAR-JHAR,2G,,KARNATAKA,,25.5521311,86.5846909,405-52-325-14073
5754086769569,10.124.253.15,8665020728420300,404453402001894,18946,20831,39777,11-Jun-2026 19:12:17,11-Jun-2026 21:11:13,Post,BIHAR-JHAR,2G,,KARNATAKA,,25.5521311,86.5846909,405-52-325-14073
5754202047186,10.153.34.56,3589801013646978,404100585110306,62632,252076,314708,11-Jun-2026 19:20:56,11-Jun-2026 21:20:41,Post,BIHAR-JHAR,2G,,DELHI,,25.5521311,86.5846909,405-52-325-14073
5754086954532,10.84.77.222,8628370858535150,404453402031018,20513,21267,41780,11-Jun-2026 19:23:32,11-Jun-2026 21:23:22,Post,BIHAR-JHAR,2G,,KARNATAKA,,25.5521311,86.5846909,405-52-325-14073
5754233547079,10.5.45.52,8601410765006778,404100655957288,53044,202532,255576,11-Jun-2026 19:24:20,11-Jun-2026 20:54:04,Post,BIHAR-JHAR,2G,,DELHI,,25.5521311,86.5846909,405-52-325-14073
5754302242610,10.70.147.116,8665020724538530,404450677234695,22712,15231,37943,11-Jun-2026 19:31:48,11-Jun-2026 21:30:53,Post,BIHAR-JHAR,2G,,KARNATAKA,,25.5521311,86.5846909,405-52-325-14073
8084939258,100.84.129.121,3558719950989401,405524211239103,0,0,0,11-Jun-2026 19:32:02,11-Jun-2026 20:02:03,Pre,BIHAR-JHAR,2G,,BIHAR-JHAR,,25.5521311,86.5846909,405-52-325-14073
5754218031622,10.159.89.200,8644450675603360,404100586965766,22692,34877,57569,11-Jun-2026 19:34:44,11-Jun-2026 21:34:40,Post,BIHAR-JHAR,2G,,DELHI,,25.5521311,86.5846909,405-52-325-14073
5754340423215,10.108.34.67,8641800658158378,404490659760045,6884,10824,17708,11-Jun-2026 19:38:12,11-Jun-2026 21:34:34,Post,BIHAR-JHAR,2G,,AP,,25.5521311,86.5846909,405-52-325-14073
