BHARTI AIRTEL LTD

Pan India

GPRS OF CELL ID : 405-52-325-61541 from 11-Jun-2026 19:40:00 to 11-Jun-2026 21:00:00

 Mobile No.,IP Address,IMEI,IMSI,Downlink Vol,Uplink Vol,Total Vol,Session Start Time,Session End Time, Pre/Post,Roaming Circle,2g/4g/5g,ICR Operator Name,Home Circle,IP,  CGI Latitude, CGI Longitude, CGI
9523485704,100.92.158.126,8643690349864878,405525220217852,28348,52068,80416,11-Jun-2026 17:42:27,11-Jun-2026 19:42:11,Pre,BIHAR-JHAR,2G,,BIHAR-JHAR,,25.5461503,86.5656102,405-52-325-61541
5754302239825,10.72.245.62,8665020719393400,404450677231910,31896,25578,57474,11-Jun-2026 17:50:40,11-Jun-2026 19:50:14,Post,BIHAR-JHAR,2G,,KARNATAKA,,25.5461503,86.5656102,405-52-325-61541
5754001382991,10.145.207.212,8663340710663678,404490653202388,26089,83205,109294,11-Jun-2026 18:12:42,11-Jun-2026 19:52:42,Post,BIHAR-JHAR,2G,,AP,,25.5461503,86.5656102,405-52-325-61541
5754080481366,10.125.5.147,8687530828264420,404453404824816,37469,27216,64685,11-Jun-2026 18:35:41,11-Jun-2026 20:35:30,Post,BIHAR-JHAR,2G,,KARNATAKA,,25.5461503,86.5656102,405-52-325-61541
5754081720726,10.78.40.59,8672620698351950,404453402320517,23121,16367,39488,11-Jun-2026 18:49:59,11-Jun-2026 20:49:11,Post,BIHAR-JHAR,2G,,KARNATAKA,,25.5461503,86.5656102,405-52-325-61541
5754204193633,10.103.118.189,8612680745310060,404100633884541,10544,2416,12960,11-Jun-2026 18:55:51,11-Jun-2026 20:04:04,Post,BIHAR-JHAR,2G,,DELHI,,25.5461503,86.5656102,405-52-325-61541
5754223208491,10.103.168.200,8612680744059200,404100630228767,10544,2376,12920,11-Jun-2026 18:56:27,11-Jun-2026 20:28:43,Post,BIHAR-JHAR,2G,,DELHI,,25.5461503,86.5656102,405-52-325-61541
5754309021170,10.74.48.81,8628370888654410,404450692911175,18287,14696,32983,11-Jun-2026 18:56:57,11-Jun-2026 20:56:43,Post,BIHAR-JHAR,2G,,KARNATAKA,,25.5461503,86.5656102,405-52-325-61541
8935900432,100.82.31.36,8606230738023230,405522227949635,0,0,0,11-Jun-2026 19:16:49,11-Jun-2026 19:47:05,Pre,BIHAR-JHAR,2G,,BIHAR-JHAR,2401:4900:121f:c8fe:2:2:87fa:27c9,25.5461503,86.5656102,405-52-325-61541
5754080017877,10.131.76.44,8672620656996450,404450673241620,22834,15494,38328,11-Jun-2026 19:19:18,11-Jun-2026 21:18:07,Post,BIHAR-JHAR,2G,,KARNATAKA,,25.5461503,86.5656102,405-52-325-61541
5754080913351,10.12.42.180,8672620635376720,404450672699558,26035,24460,50495,11-Jun-2026 19:19:37,11-Jun-2026 21:18:05,Post,BIHAR-JHAR,2G,,KARNATAKA,,25.5461503,86.5656102,405-52-325-61541
5754309060874,10.124.172.149,8628370874218080,404450692950879,17607,19162,36769,11-Jun-2026 19:38:42,11-Jun-2026 21:37:47,Post,BIHAR-JHAR,2G,,KARNATAKA,,25.5461503,86.5656102,405-52-325-61541
9523485704,100.92.158.126,8643690349864878,405525220217852,27348,51669,79017,11-Jun-2026 19:42:26,11-Jun-2026 21:42:11,Pre,BIHAR-JHAR,2G,,BIHAR-JHAR,,25.5461503,86.5656102,405-52-325-61541
8935900432,100.121.55.232,8606230738023230,405522227949635,0,0,0,11-Jun-2026 19:47:30,11-Jun-2026 19:47:40,Pre,BIHAR-JHAR,2G,,BIHAR-JHAR,2401:4900:168a:a321:1:1:925d:d160,25.5461503,86.5656102,405-52-325-61541
