BHARTI AIRTEL LTD

Pan India

GPRS OF CELL ID : 405-52-2325-232441712 from 11-Jun-2026 19:40:00 to 11-Jun-2026 21:00:00

 Mobile No.,IP Address,IMEI,IMSI,Downlink Vol,Uplink Vol,Total Vol,Session Start Time,Session End Time, Pre/Post,Roaming Circle,2g/4g/5g,ICR Operator Name,Home Circle,IP,  CGI Latitude, CGI Longitude, CGI
6203832569,100.72.72.241,8663450641866123,405525223495307,57780741,6264445,64045186,11-Jun-2026 17:41:31,11-Jun-2026 19:41:07,Pre,BIHAR-JHAR,4G,,BIHAR-JHAR,2401:4900:3cb4:36a6:0:0:423:8e5a,25.5461503,86.5656102,405-52-2325-232441712
8405818883,100.94.8.6,8673250647492878,405525212169893,368938762,16130436,385069198,11-Jun-2026 17:52:07,11-Jun-2026 19:52:01,Pre,BIHAR-JHAR,4G,,BIHAR-JHAR,2401:4900:3624:cfe6:2:1:7a5e:db26,25.5461503,86.5656102,405-52-2325-232441712
8920604724,100.127.94.106,8623460505633825,405525220569932,130050349,24861330,154911679,11-Jun-2026 17:57:20,11-Jun-2026 19:57:11,Pre,BIHAR-JHAR,4G,,BIHAR-JHAR,2401:4900:3e37:f21a:a302:aef8:4d8b:3c95,25.5461503,86.5656102,405-52-2325-232441712
9431023946,100.88.74.235,3512509455133601,405523227390566,0,0,0,11-Jun-2026 18:10:13,11-Jun-2026 20:10:13,Pre,BIHAR-JHAR,4G,,BIHAR-JHAR,2401:4900:1210:a734:2:2:8228:f1df,25.5461503,86.5656102,405-52-2325-232441712
8271972998,100.70.73.211,8616150530239915,405524225323132,0,0,0,11-Jun-2026 18:14:50,11-Jun-2026 20:14:50,Pre,BIHAR-JHAR,4G,,BIHAR-JHAR,2401:4900:3621:e2b:2:2:87c1:665c,25.5461503,86.5656102,405-52-2325-232441712
8084926669,100.79.178.145,8665880619353500,405524211238746,0,0,0,11-Jun-2026 18:14:57,11-Jun-2026 20:14:57,Pre,BIHAR-JHAR,4G,,BIHAR-JHAR,2401:4900:126d:3ab7:1:2:ab61:69ec,25.5461503,86.5656102,405-52-2325-232441712
8405818883,100.94.8.6,8673250647492878,405525212169893,35027,15533,50560,11-Jun-2026 18:18:41,11-Jun-2026 19:48:30,Pre,BIHAR-JHAR,4G,,BIHAR-JHAR,2401:4900:3624:cfe6:2:1:7a5e:db26,25.5461503,86.5656102,405-52-2325-232441712
9667221726,100.78.40.152,8640580579315369,404100545838734,22864951,5406715,28271666,11-Jun-2026 18:21:10,11-Jun-2026 20:11:28,Pre,BIHAR-JHAR,4G,,DELHI,2401:4900:1689:853e:2:1:7b47:24b6,25.5461503,86.5656102,405-52-2325-232441712
7463007493,100.78.13.70,8635920545564171,405523206348349,347696222,36776529,384472751,11-Jun-2026 18:24:01,11-Jun-2026 20:23:56,Pre,BIHAR-JHAR,4G,,BIHAR-JHAR,2401:4900:36be:55b4:1:1:709b:a446,25.5461503,86.5656102,405-52-2325-232441712
6205271436,100.81.177.137,8618310566439745,405525221207747,28312,92307,120619,11-Jun-2026 18:32:21,11-Jun-2026 19:57:32,Pre,BIHAR-JHAR,4G,,BIHAR-JHAR,2401:4900:704d:cad4:15d0:184f:7c6d:849f,25.5461503,86.5656102,405-52-2325-232441712
7631331510,100.67.123.86,3508032865137501,405525217123622,566675955,20728239,587404194,11-Jun-2026 18:32:32,11-Jun-2026 20:32:29,Pre,BIHAR-JHAR,4G,,BIHAR-JHAR,2401:4900:3e3b:fb5d:28de:61ca:ecb1:1f83,25.5461503,86.5656102,405-52-2325-232441712
7484908348,100.95.48.168,3596348885856001,405524224609386,0,0,0,11-Jun-2026 18:32:58,11-Jun-2026 20:32:58,Pre,BIHAR-JHAR,4G,,BIHAR-JHAR,2401:4900:3625:3ffb:1:2:861a:8e8b,25.5461503,86.5656102,405-52-2325-232441712
8674815023,100.127.122.68,8651060748969350,405526210778661,5435416,974741,6410157,11-Jun-2026 18:33:27,11-Jun-2026 19:56:45,Pre,BIHAR-JHAR,5G,,BIHAR-JHAR,2401:4900:b539:42d1:5516:167b:8a10:6e46,25.5461503,86.5656102,405-52-2325-232441712
