BHARTI AIRTEL LTD

Pan India

GPRS OF CELL ID : 405-52-325-61542 from 11-Jun-2026 19:40:00 to 11-Jun-2026 21:00:00

 Mobile No.,IP Address,IMEI,IMSI,Downlink Vol,Uplink Vol,Total Vol,Session Start Time,Session End Time, Pre/Post,Roaming Circle,2g/4g/5g,ICR Operator Name,Home Circle,IP,  CGI Latitude, CGI Longitude, CGI
5754340422435,10.114.242.16,8605600686910078,404490659759265,6626,11073,17699,11-Jun-2026 17:56:25,11-Jun-2026 19:50:06,Post,BIHAR-JHAR,2G,,AP,,25.5461503,86.5656102,405-52-325-61542
5754001567104,10.42.40.174,8601030697812078,404490653201476,495972,878659,1374631,11-Jun-2026 18:19:16,11-Jun-2026 20:19:15,Post,BIHAR-JHAR,2G,,AP,,25.5461503,86.5656102,405-52-325-61542
5754215556239,10.192.92.223,8699250720158920,404100648704584,21547,22185,43732,11-Jun-2026 18:19:30,11-Jun-2026 20:19:15,Post,BIHAR-JHAR,2G,,DELHI,,25.5461503,86.5656102,405-52-325-61542
5754218644602,10.76.232.216,3524671115173307,404100588016343,34354,47176,81530,11-Jun-2026 18:38:48,11-Jun-2026 20:38:19,Post,BIHAR-JHAR,2G,,DELHI,,25.5461503,86.5656102,405-52-325-61542
5754210748226,10.101.235.50,8612680756974830,404100634861460,10690,2586,13276,11-Jun-2026 18:55:47,11-Jun-2026 20:43:53,Post,BIHAR-JHAR,2G,,DELHI,,25.5461503,86.5656102,405-52-325-61542
5754210728042,10.103.86.28,8612680763443250,404100634860633,15743,3439,19182,11-Jun-2026 18:57:03,11-Jun-2026 20:49:17,Post,BIHAR-JHAR,2G,,DELHI,,25.5461503,86.5656102,405-52-325-61542
5754204213151,10.103.109.147,8612680745554920,404100633884927,10544,2416,12960,11-Jun-2026 18:57:04,11-Jun-2026 20:32:36,Post,BIHAR-JHAR,2G,,DELHI,,25.5461503,86.5656102,405-52-325-61542
8953095334,100.64.112.83,3529840854210003,405540464224941,9548,13332,22880,11-Jun-2026 19:26:43,11-Jun-2026 19:59:03,Pre,BIHAR-JHAR,2G,,UP-EAST,,25.5461503,86.5656102,405-52-325-61542
5754170407179,10.34.71.40,8604650401319178,404701211013664,7444,14946,22390,11-Jun-2026 19:30:13,11-Jun-2026 20:30:05,Post,BIHAR-JHAR,2G,,RAJASTHAN,,25.5461503,86.5656102,405-52-325-61542
5754081620434,10.243.13.128,8681430798223090,404453402307051,3239,4429,7668,11-Jun-2026 19:34:10,11-Jun-2026 20:00:23,Post,BIHAR-JHAR,2G,,KARNATAKA,,25.5461503,86.5656102,405-52-325-61542
