BHARTI AIRTEL LTD

Pan India

GPRS OF CELL ID : 405-52-2325-233856789 from 11-Jun-2026 19:40:00 to 11-Jun-2026 21:00:00

 Mobile No.,IP Address,IMEI,IMSI,Downlink Vol,Uplink Vol,Total Vol,Session Start Time,Session End Time, Pre/Post,Roaming Circle,2g/4g/5g,ICR Operator Name,Home Circle,IP,  CGI Latitude, CGI Longitude, CGI
8877827292,100.119.164.113,8693660420604422,405523223535072,128553348,4443493,132996841,11-Jun-2026 17:41:54,11-Jun-2026 19:41:51,Pre,BIHAR-JHAR,4G,,BIHAR-JHAR,2401:4900:d164:ea4c:4e:c189:378b:2746,25.5351079,86.6150462,405-52-2325-233856789
8521295827,100.76.247.26,8652590555212397,405522215556220,15707381,3948289,19655670,11-Jun-2026 17:44:00,11-Jun-2026 19:40:09,Pre,BIHAR-JHAR,4G,,BIHAR-JHAR,2401:4900:7106:6f0f:0:0:e39:34f,25.5351079,86.6150462,405-52-2325-233856789
8406911700,100.92.7.43,8601880629955478,405523221261670,2269477,1977816,4247293,11-Jun-2026 17:46:20,11-Jun-2026 19:42:02,Pre,BIHAR-JHAR,4G,,BIHAR-JHAR,2401:4900:73f5:e77d:a3d0:d2b0:a157:ef46,25.5351079,86.6150462,405-52-2325-233856789
5754201160859,10.10.215.250,8651300672814500,404100648327962,13671,18889,32560,11-Jun-2026 17:48:53,11-Jun-2026 19:47:53,Post,BIHAR-JHAR,4G,,DELHI,,25.5351079,86.6150462,405-52-2325-233856789
9031893394,100.126.160.135,8618610640545143,405522224683186,10290169,3650688,13940857,11-Jun-2026 17:50:59,11-Jun-2026 19:50:12,Pre,BIHAR-JHAR,4G,,BIHAR-JHAR,2401:4900:3e37:3766:81c6:f001:6856:3b0a,25.5351079,86.6150462,405-52-2325-233856789
5754212969458,10.171.200.40,8675090836482400,404103407168174,24638,20415,45053,11-Jun-2026 17:53:31,11-Jun-2026 19:51:49,Post,BIHAR-JHAR,4G,,DELHI,,25.5351079,86.6150462,405-52-2325-233856789
5754217751942,10.160.93.63,8670100708988200,404103400546203,27420,41045,68465,11-Jun-2026 17:55:01,11-Jun-2026 19:54:46,Post,BIHAR-JHAR,4G,,DELHI,,25.5351079,86.6150462,405-52-2325-233856789
9973978329,100.94.142.23,8677770481848897,405523204188429,8114487,2264258,10378745,11-Jun-2026 17:59:07,11-Jun-2026 19:58:45,Pre,BIHAR-JHAR,4G,,BIHAR-JHAR,2401:4900:73f8:a3f0:c707:f48c:7ec3:b75a,25.5351079,86.6150462,405-52-2325-233856789
8864071854,100.84.56.104,8606070663886543,405524222994245,8624730,1678759,10303489,11-Jun-2026 17:59:41,11-Jun-2026 19:57:36,Pre,BIHAR-JHAR,4G,,BIHAR-JHAR,2401:4900:3e3c:fa2d:889d:bb13:790d:8747,25.5351079,86.6150462,405-52-2325-233856789
8527657178,100.65.24.102,3522312141189178,404100598822733,0,0,0,11-Jun-2026 18:00:08,11-Jun-2026 20:00:08,Pre,BIHAR-JHAR,4G,,DELHI,2401:4900:120e:9de6:2:2:8f68:5455,25.5351079,86.6150462,405-52-2325-233856789
8084699774,100.88.157.231,8673320500405523,405523203550642,0,0,0,11-Jun-2026 18:00:09,11-Jun-2026 20:00:09,Pre,BIHAR-JHAR,4G,,BIHAR-JHAR,2401:4900:3629:ae8e:1:2:7019:813c,25.5351079,86.6150462,405-52-2325-233856789
9534533515,100.83.97.233,8699400412484718,405525211245995,36333905,4212092,40545997,11-Jun-2026 18:04:41,11-Jun-2026 20:04:35,Pre,BIHAR-JHAR,4G,,BIHAR-JHAR,2401:4900:3c9a:768d:3210:7b98:f7fe:eb18,25.5351079,86.6150462,405-52-2325-233856789
9031779192,100.111.91.194,8666410632346378,405526215201057,5002367,3954847,8957214,11-Jun-2026 18:05:06,11-Jun-2026 20:05:04,Pre,BIHAR-JHAR,4G,,BIHAR-JHAR,2401:4900:73f6:769e:c89:8a19:1aef:a8ca,25.5351079,86.6150462,405-52-2325-233856789
9162336982,100.66.76.46,8666410785672000,405521208581778,0,0,0,11-Jun-2026 18:05:34,11-Jun-2026 20:05:34,Pre,BIHAR-JHAR,4G,,BIHAR-JHAR,2401:4900:1200:172b:1:1:90b5:f510,25.5351079,86.6150462,405-52-2325-233856789
7541939891,100.76.40.76,3557392010932701,405523223129519,42700336,38898383,81598719,11-Jun-2026 18:06:13,11-Jun-2026 19:43:23,Pre,BIHAR-JHAR,4G,,BIHAR-JHAR,2401:4900:3622:2894:2:1:8665:f78a,25.5351079,86.6150462,405-52-2325-233856789
7982111365,100.100.171.247,3513193622654601,405525223238070,56489547,47374897,103864444,11-Jun-2026 18:06:57,11-Jun-2026 20:06:56,Pre,BIHAR-JHAR,4G,,BIHAR-JHAR,2401:4900:d14f:6866:7ba9:55ea:7580:7c17,25.5351079,86.6150462,405-52-2325-233856789
6203381412,100.96.33.247,8629090620579391,405525221299693,2994803,2547898,5542701,11-Jun-2026 18:06:58,11-Jun-2026 20:06:18,Pre,BIHAR-JHAR,4G,,BIHAR-JHAR,2401:4900:73fa:5983:308b:a533:c13a:e5c4,25.5351079,86.6150462,405-52-2325-233856789
9661776326,100.108.39.213,8624340585017719,405523201352743,10402919,2881465,13284384,11-Jun-2026 18:10:53,11-Jun-2026 20:08:59,Pre,BIHAR-JHAR,4G,,BIHAR-JHAR,,25.5351079,86.6150462,405-52-2325-233856789
9162959905,100.79.108.57,8656660520960169,405523222887558,0,0,0,11-Jun-2026 18:11:42,11-Jun-2026 20:11:42,Pre,BIHAR-JHAR,4G,,BIHAR-JHAR,2401:4900:168b:ac2c:2:2:912a:6375,25.5351079,86.6150462,405-52-2325-233856789
8298774253,100.125.202.91,8699440652013178,405522212830224,4691918,3818183,8510101,11-Jun-2026 18:12:03,11-Jun-2026 20:10:54,Pre,BIHAR-JHAR,4G,,BIHAR-JHAR,2401:4900:d16b:e227:77b6:d107:475:bf43,25.5351079,86.6150462,405-52-2325-233856789
7428566377,100.92.23.227,8653340411114023,405523207463103,1530112035,55140279,1585252314,11-Jun-2026 18:13:38,11-Jun-2026 20:03:41,Post,BIHAR-JHAR,4G,,BIHAR-JHAR,2401:4900:710e:1f9f:0:0:a24:7365,25.5351079,86.6150462,405-52-2325-233856789
7549267679,100.86.16.215,8665710406969400,405523218706624,5333934,1872501,7206435,11-Jun-2026 18:15:34,11-Jun-2026 20:12:35,Pre,BIHAR-JHAR,4G,,BIHAR-JHAR,2401:4900:3e3e:dca8:35b6:1783:e9f0:d55f,25.5351079,86.6150462,405-52-2325-233856789
6287868153,100.64.85.117,8652640416579197,405522223967603,0,0,0,11-Jun-2026 18:16:50,11-Jun-2026 20:16:50,Pre,BIHAR-JHAR,4G,,BIHAR-JHAR,2401:4900:3993:56c4:1:2:8ba1:3f6d,25.5351079,86.6150462,405-52-2325-233856789
9155599657,100.108.211.247,8683500689693201,405521218742710,1232752,414546,1647298,11-Jun-2026 18:18:21,11-Jun-2026 19:57:58,Pre,BIHAR-JHAR,5G,,BIHAR-JHAR,2401:4900:73d8:1191:da0f:c601:a40f:c29b,25.5351079,86.6150462,405-52-2325-233856789
8294907839,100.109.52.219,8687930665094400,405523220404948,0,0,0,11-Jun-2026 18:18:50,11-Jun-2026 20:18:50,Pre,BIHAR-JHAR,4G,,BIHAR-JHAR,2401:4900:168e:afb7:1:2:919e:c9a9,25.5351079,86.6150462,405-52-2325-233856789
