BHARTI AIRTEL LTD

Pan India

GPRS OF CELL ID : 405-52-2325-232441702 from 11-Jun-2026 19:40:00 to 11-Jun-2026 21:00:00

 Mobile No.,IP Address,IMEI,IMSI,Downlink Vol,Uplink Vol,Total Vol,Session Start Time,Session End Time, Pre/Post,Roaming Circle,2g/4g/5g,ICR Operator Name,Home Circle,IP,  CGI Latitude, CGI Longitude, CGI
8294890391,100.87.92.60,8664180610592944,405523220404857,0,0,0,11-Jun-2026 17:42:15,11-Jun-2026 19:42:15,Pre,BIHAR-JHAR,4G,,BIHAR-JHAR,2401:4900:3993:d32d:1:1:aa67:be3f,25.5461503,86.5656102,405-52-2325-232441702
9546035174,100.65.181.151,8621030533964878,405522208776473,45176430,10162203,55338633,11-Jun-2026 17:47:07,11-Jun-2026 19:42:10,Pre,BIHAR-JHAR,4G,,BIHAR-JHAR,2401:4900:3ca0:cc53:0:0:c33:986c,25.5461503,86.5656102,405-52-2325-232441702
6205308854,100.82.159.171,8607810402583956,405524226253667,227418550,17856881,245275431,11-Jun-2026 17:51:55,11-Jun-2026 19:51:47,Pre,BIHAR-JHAR,4G,,BIHAR-JHAR,2401:4900:3854:9774:e8cb:ff1b:69e2:9950,25.5461503,86.5656102,405-52-2325-232441702
7481882191,100.100.97.22,8667200578569720,405522218164242,168817793,10999049,179816842,11-Jun-2026 17:55:27,11-Jun-2026 19:55:17,Pre,BIHAR-JHAR,4G,,BIHAR-JHAR,2401:4900:71be:2d5d:cf93:4c22:3732:ca96,25.5461503,86.5656102,405-52-2325-232441702
9631147405,100.90.31.18,8628920656631202,405524223626026,0,0,0,11-Jun-2026 18:00:29,11-Jun-2026 20:00:29,Pre,BIHAR-JHAR,4G,,BIHAR-JHAR,2401:4900:384c:ce2d:1:2:7319:5ca1,25.5461503,86.5656102,405-52-2325-232441702
5754033478521,10.176.174.128,8606170822506902,404971972994068,17040,274910,291950,11-Jun-2026 18:07:59,11-Jun-2026 20:07:22,Post,BIHAR-JHAR,4G,,UP-WEST,2401:4900:669b:2e7d:65ff:c6e0:fb43:2914,25.5461503,86.5656102,405-52-2325-232441702
7320987024,100.110.239.94,3591088129358478,405523212775661,147109346,19488807,166598153,11-Jun-2026 18:08:56,11-Jun-2026 20:08:54,Pre,BIHAR-JHAR,4G,,BIHAR-JHAR,2401:4900:120b:5f1f:1:2:8c01:7e46,25.5461503,86.5656102,405-52-2325-232441702
9880364084,100.121.105.81,8686520678804778,404450664452617,120735373,13039942,133775315,11-Jun-2026 18:11:23,11-Jun-2026 20:11:02,Pre,BIHAR-JHAR,4G,,KARNATAKA,2401:4900:1205:e7f7:2:2:8fe0:2bf5,25.5461503,86.5656102,405-52-2325-232441702
7320987024,100.110.239.94,3591088129358478,405523212775661,0,11820,11820,11-Jun-2026 18:12:31,11-Jun-2026 20:06:05,Pre,BIHAR-JHAR,4G,,BIHAR-JHAR,2401:4900:120b:5f1f:1:2:8c01:7e46,25.5461503,86.5656102,405-52-2325-232441702
7739912916,100.85.91.123,8691460336148101,405523212061694,516748580,41284589,558033169,11-Jun-2026 18:21:59,11-Jun-2026 20:17:02,Pre,BIHAR-JHAR,4G,,BIHAR-JHAR,2401:4900:3cba:ad1c:0:0:c35:5350,25.5461503,86.5656102,405-52-2325-232441702
9211944103,100.68.18.186,8638790635864535,404100645748050,0,0,0,11-Jun-2026 18:24:06,11-Jun-2026 20:24:06,Pre,BIHAR-JHAR,4G,,DELHI,2401:4900:121f:89ab:2:2:7631:8262,25.5461503,86.5656102,405-52-2325-232441702
9534807373,100.76.105.240,8652650537374169,405522212308849,12710361,3315091,16025452,11-Jun-2026 18:29:54,11-Jun-2026 20:26:10,Pre,BIHAR-JHAR,4G,,BIHAR-JHAR,2401:4900:73e5:bad:e441:1ee0:cf5d:ec8a,25.5461503,86.5656102,405-52-2325-232441702
8084629760,100.100.144.19,8670960449420134,405522223279686,305620843,17174256,322795099,11-Jun-2026 18:30:19,11-Jun-2026 20:29:44,Pre,BIHAR-JHAR,4G,,BIHAR-JHAR,2401:4900:73ff:2c17:94aa:1ccc:3c66:834b,25.5461503,86.5656102,405-52-2325-232441702
9204809803,100.64.23.15,8606750597497313,405524226213754,0,0,0,11-Jun-2026 18:32:21,11-Jun-2026 20:32:21,Pre,BIHAR-JHAR,4G,,BIHAR-JHAR,2401:4900:3626:6c45:2:2:6bec:5b1d,25.5461503,86.5656102,405-52-2325-232441702
5754027509643,,8699900819936700,405526214687242,1884,3364,5248,11-Jun-2026 18:36:30,11-Jun-2026 20:20:50,Post,BIHAR-JHAR,4G,,BIHAR-JHAR,fc10:0:3c0:b02c:0:0:0:2,25.5461503,86.5656102,405-52-2325-232441702
7011509496,100.81.38.148,8607530508156852,405524225077435,0,0,0,11-Jun-2026 18:41:10,11-Jun-2026 20:41:10,Pre,BIHAR-JHAR,4G,,BIHAR-JHAR,2401:4900:36b7:d156:2:1:72d0:beca,25.5461503,86.5656102,405-52-2325-232441702
8002269183,100.65.118.243,8699730434739777,405524207417612,25565555,3205405,28770960,11-Jun-2026 18:43:35,11-Jun-2026 20:40:31,Pre,BIHAR-JHAR,4G,,BIHAR-JHAR,2401:4900:b58a:aafe:9f5e:b4de:d1c9:bc8a,25.5461503,86.5656102,405-52-2325-232441702
9155338595,100.65.73.85,3509355412591401,405524222553529,497931,1725245,2223176,11-Jun-2026 18:49:17,11-Jun-2026 19:49:02,Pre,BIHAR-JHAR,4G,,BIHAR-JHAR,2401:4900:71d8:46f7:f75d:f07d:dc2c:641d,25.5461503,86.5656102,405-52-2325-232441702
9065401153,100.123.120.26,8608150694025500,405524215507370,265972134,17102482,283074616,11-Jun-2026 18:50:29,11-Jun-2026 19:46:26,Pre,BIHAR-JHAR,4G,,BIHAR-JHAR,2401:4900:3b13:49c3:b1c0:129b:948e:e14,25.5461503,86.5656102,405-52-2325-232441702
7631953791,100.70.191.53,8699640640825733,404100550460994,581788925,24525357,606314282,11-Jun-2026 18:50:57,11-Jun-2026 20:50:53,Pre,BIHAR-JHAR,4G,,DELHI,2401:4900:1684:b0d2:2:2:90e0:6934,25.5461503,86.5656102,405-52-2325-232441702
