BHARTI AIRTEL LTD

Pan India

GPRS OF CELL ID : 405-52-325-22146 from 11-Jun-2026 19:40:00 to 11-Jun-2026 21:00:00

 Mobile No.,IP Address,IMEI,IMSI,Downlink Vol,Uplink Vol,Total Vol,Session Start Time,Session End Time, Pre/Post,Roaming Circle,2g/4g/5g,ICR Operator Name,Home Circle,IP,  CGI Latitude, CGI Longitude, CGI
5754080538137,10.58.248.61,8687530825962430,404453404839528,15890,18215,34105,11-Jun-2026 19:19:54,11-Jun-2026 21:19:24,Post,BIHAR-JHAR,2G,,KARNATAKA,,25.5351079,86.6150462,405-52-325-22146
5754088355226,10.242.10.195,8672620660115680,404450660945230,29610,16326,45936,11-Jun-2026 19:22:03,11-Jun-2026 21:21:19,Post,BIHAR-JHAR,2G,,KARNATAKA,,25.5351079,86.6150462,405-52-325-22146
5754306267103,10.114.132.140,8672620667576990,404450687396108,16683,12536,29219,11-Jun-2026 19:23:19,11-Jun-2026 21:22:47,Post,BIHAR-JHAR,2G,,KARNATAKA,,25.5351079,86.6150462,405-52-325-22146
5754170407799,10.104.32.224,8604650400888478,404701211000028,6800,14023,20823,11-Jun-2026 19:30:13,11-Jun-2026 20:30:04,Post,BIHAR-JHAR,2G,,RAJASTHAN,,25.5351079,86.6150462,405-52-325-22146
7485860035,100.68.253.67,3561414469762101,405521222580971,1072,584,1656,11-Jun-2026 19:43:38,11-Jun-2026 19:44:25,Pre,BIHAR-JHAR,2G,,BIHAR-JHAR,,25.5351079,86.6150462,405-52-325-22146
9939886853,100.67.234.204,3581611607835301,405526207136520,0,0,0,11-Jun-2026 19:44:45,11-Jun-2026 20:14:47,Pre,BIHAR-JHAR,2G,,BIHAR-JHAR,,25.5351079,86.6150462,405-52-325-22146
5754210336794,10.20.157.86,8695790576215178,404100567754344,94186,37158,131344,11-Jun-2026 19:49:20,11-Jun-2026 20:18:43,Post,BIHAR-JHAR,2G,,DELHI,,25.5351079,86.6150462,405-52-325-22146
8409459943,100.86.127.12,8642110543794301,405521224149725,0,0,0,11-Jun-2026 19:51:15,11-Jun-2026 19:51:51,Pre,BIHAR-JHAR,2G,,BIHAR-JHAR,2401:4900:126c:edfe:1:1:ac26:4563,25.5351079,86.6150462,405-52-325-22146
8538987396,100.89.184.177,3581611637557001,405522217846837,938,511,1449,11-Jun-2026 20:01:07,11-Jun-2026 20:01:46,Pre,BIHAR-JHAR,2G,,BIHAR-JHAR,,25.5351079,86.6150462,405-52-325-22146
9570329579,100.110.240.54,3548213317503401,405526211041932,1072,584,1656,11-Jun-2026 20:10:30,11-Jun-2026 20:11:18,Pre,BIHAR-JHAR,2G,,BIHAR-JHAR,,25.5351079,86.6150462,405-52-325-22146
7485860035,100.91.24.239,3561414469762101,405521222580971,1163,624,1787,11-Jun-2026 20:14:33,11-Jun-2026 20:15:20,Pre,BIHAR-JHAR,2G,,BIHAR-JHAR,,25.5351079,86.6150462,405-52-325-22146
9939886853,100.67.185.65,3581611607835301,405526207136520,0,0,0,11-Jun-2026 20:14:51,11-Jun-2026 20:44:52,Pre,BIHAR-JHAR,2G,,BIHAR-JHAR,,25.5351079,86.6150462,405-52-325-22146
8750149404,100.81.139.116,3558719926810401,405523216967773,0,0,0,11-Jun-2026 20:36:53,11-Jun-2026 21:06:59,Pre,BIHAR-JHAR,2G,,BIHAR-JHAR,,25.5351079,86.6150462,405-52-325-22146
8809860363,100.77.68.178,8635010744253701,405525220514157,125,40,165,11-Jun-2026 20:41:38,11-Jun-2026 20:41:38,Pre,BIHAR-JHAR,2G,,BIHAR-JHAR,,25.5351079,86.6150462,405-52-325-22146
9939886853,100.85.153.81,3581611607835301,405526207136520,0,73,73,11-Jun-2026 20:44:57,11-Jun-2026 20:44:57,Pre,BIHAR-JHAR,2G,,BIHAR-JHAR,,25.5351079,86.6150462,405-52-325-22146
7485860035,100.78.200.217,3561414469762101,405521222580971,1072,584,1656,11-Jun-2026 20:45:27,11-Jun-2026 20:46:14,Pre,BIHAR-JHAR,2G,,BIHAR-JHAR,,25.5351079,86.6150462,405-52-325-22146
9570222283,100.78.213.124,3566003503372601,405521222775544,,,,11-Jun-2026 20:45:49,11-Jun-2026 20:45:49,Pre,BIHAR-JHAR,2G,,BIHAR-JHAR,2401:4900:71b4:9ab9:61d6:6f3f:5854:8ad7,25.5351079,86.6150462,405-52-325-22146
9570222283,100.106.159.51,3566003503372601,405521222775544,,,,11-Jun-2026 20:45:51,11-Jun-2026 20:45:51,Pre,BIHAR-JHAR,2G,,BIHAR-JHAR,2401:4900:7684:5ffa:99cb:6f26:21c8:5d44,25.5351079,86.6150462,405-52-325-22146

 This is System generated report, and needs no signature.

 23-Jun-2026 11:11:34
