BHARTI AIRTEL LTD

Pan India

GPRS OF CELL ID : 405-52-325-14072 from 11-Jun-2026 19:40:00 to 11-Jun-2026 21:00:00

 Mobile No.,IP Address,IMEI,IMSI,Downlink Vol,Uplink Vol,Total Vol,Session Start Time,Session End Time, Pre/Post,Roaming Circle,2g/4g/5g,ICR Operator Name,Home Circle,IP,  CGI Latitude, CGI Longitude, CGI
5754080218961,10.71.210.141,8687530842995980,404453404760605,15891,18130,34021,11-Jun-2026 17:43:31,11-Jun-2026 19:42:52,Post,BIHAR-JHAR,2G,,KARNATAKA,,25.5521311,86.5846909,405-52-325-14072
5754089052731,10.74.246.218,8681430730558150,404450666292735,16183,18248,34431,11-Jun-2026 18:44:02,11-Jun-2026 20:42:46,Post,BIHAR-JHAR,2G,,KARNATAKA,,25.5521311,86.5846909,405-52-325-14072
5754222259766,10.103.251.17,8612680706290100,404100592478940,2354,1446,3800,11-Jun-2026 18:57:41,11-Jun-2026 20:12:07,Post,BIHAR-JHAR,2G,,DELHI,,25.5521311,86.5846909,405-52-325-14072
9708932910,100.95.37.195,8699070605529706,405525210273080,1473042,966168,2439210,11-Jun-2026 19:42:11,11-Jun-2026 19:55:31,Pre,BIHAR-JHAR,2G,,BIHAR-JHAR,2401:4900:121e:6edb:1:2:8811:581c,25.5521311,86.5846909,405-52-325-14072
5754080218961,10.71.210.141,8687530842995980,404453404760605,8530,7288,15818,11-Jun-2026 19:43:42,11-Jun-2026 20:09:50,Post,BIHAR-JHAR,2G,,KARNATAKA,,25.5521311,86.5846909,405-52-325-14072
7762098571,100.78.74.229,3503399549286601,405521222961186,1300,676,1976,11-Jun-2026 20:01:50,11-Jun-2026 20:01:50,Pre,BIHAR-JHAR,2G,,BIHAR-JHAR,2401:4900:36bb:2e2e:2:2:7388:4a04,25.5521311,86.5846909,405-52-325-14072
8540097094,100.76.175.42,8687340460475101,405525221749563,,,,11-Jun-2026 20:29:45,11-Jun-2026 20:29:45,Pre,BIHAR-JHAR,2G,,BIHAR-JHAR,2401:4900:71b2:a5a7:8d48:71af:4e9a:6ad1,25.5521311,86.5846909,405-52-325-14072
5754213685855,10.245.166.175,8650800406455178,404103406497545,168,240,408,11-Jun-2026 20:37:26,11-Jun-2026 20:37:26,Post,BIHAR-JHAR,2G,,DELHI,,25.5521311,86.5846909,405-52-325-14072
5754213685855,10.245.166.175,8650800406455178,404103406497545,52,104,156,11-Jun-2026 20:37:28,11-Jun-2026 20:37:28,Post,BIHAR-JHAR,2G,,DELHI,,25.5521311,86.5846909,405-52-325-14072
5754213685855,10.224.231.225,8650800406455178,404103406497545,168,240,408,11-Jun-2026 20:40:27,11-Jun-2026 20:40:27,Post,BIHAR-JHAR,2G,,DELHI,,25.5521311,86.5846909,405-52-325-14072
5754213685855,10.224.231.225,8650800406455178,404103406497545,52,104,156,11-Jun-2026 20:40:28,11-Jun-2026 20:40:29,Post,BIHAR-JHAR,2G,,DELHI,,25.5521311,86.5846909,405-52-325-14072
5754213685855,10.70.210.100,8650800406455178,404103406497545,128,200,328,11-Jun-2026 20:40:57,11-Jun-2026 20:40:57,Post,BIHAR-JHAR,2G,,DELHI,,25.5521311,86.5846909,405-52-325-14072
5754213685855,10.70.210.100,8650800406455178,404103406497545,52,104,156,11-Jun-2026 20:40:59,11-Jun-2026 20:40:59,Post,BIHAR-JHAR,2G,,DELHI,,25.5521311,86.5846909,405-52-325-14072
5754213685855,10.71.29.12,8650800406455178,404103406497545,246,366,612,11-Jun-2026 20:42:56,11-Jun-2026 20:43:01,Post,BIHAR-JHAR,2G,,DELHI,,25.5521311,86.5846909,405-52-325-14072
5754213685855,10.71.29.12,8650800406455178,404103406497545,52,104,156,11-Jun-2026 20:43:00,11-Jun-2026 20:43:01,Post,BIHAR-JHAR,2G,,DELHI,,25.5521311,86.5846909,405-52-325-14072
5754089052731,10.74.246.218,8681430730558150,404450666292735,11563,10973,22536,11-Jun-2026 20:43:37,11-Jun-2026 21:40:05,Post,BIHAR-JHAR,2G,,KARNATAKA,,25.5521311,86.5846909,405-52-325-14072
8292283514,100.80.205.131,3516452007140201,405524225561906,1492,723,2215,11-Jun-2026 20:43:49,11-Jun-2026 20:43:50,Pre,BIHAR-JHAR,2G,,BIHAR-JHAR,,25.5521311,86.5846909,405-52-325-14072
9334181376,100.75.221.83,3529494700394201,404450642504742,,,,11-Jun-2026 20:44:46,11-Jun-2026 20:44:46,Pre,BIHAR-JHAR,2G,,KARNATAKA,2401:4900:3b24:9456:410b:ae03:c206:5c89,25.5521311,86.5846909,405-52-325-14072
9060928586,100.65.255.24,3590711276166601,405521197998590,0,0,0,11-Jun-2026 20:52:25,11-Jun-2026 21:03:23,Pre,BIHAR-JHAR,2G,,BIHAR-JHAR,,25.5521311,86.5846909,405-52-325-14072
5754222259766,10.103.251.17,8612680706290100,404100592478940,,,,11-Jun-2026 20:54:30,11-Jun-2026 20:54:30,Post,BIHAR-JHAR,2G,,DELHI,,25.5521311,86.5846909,405-52-325-14072

 This is System generated report, and needs no signature.

 23-Jun-2026 11:11:34
